filename,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
blues.00002.wav,blues,-90.75716400146484,140.4408721923828,-29.08454704284668,31.68669319152832,-13.976547241210938,25.753751754760742,-13.66499137878418,11.634442329406738,-11.778322219848633,9.71475601196289,-13.125313758850098,5.79124641418457,-8.901966094970703,-1.0801602602005005,-9.226244926452637,2.4483044147491455,-7.724839210510254,-1.8190242052078247,-3.440457582473755,-2.2381277084350586,3317.886962890625,508.85614013671875,412.0644226074219,143.9542236328125,155.66134643554688,74.39171600341797,106.84101867675781,106.520263671875,65.48223876953125,67.84234619140625,57.671966552734375,64.49475860595703,60.39057540893555,57.69023132324219,36.51436996459961,40.64167785644531,47.62964630126953,52.39359664916992,46.64339828491211,30.65315055847168,0.3635377287864685,0.08525664359331131,22.191291984559946,76.1225977975675,0.020468995764121565,0.014084321508322464,1552.8324813719914,156471.01101167433,1747.7540869151062,76295.41345784656,3042.4101154654873,784130.8743978116,0.07629120746326373,0.0010068290788351824,0.17547321319580078,0.0027508579660207033,-1.816742269511451e-06,0.01634434424340725,-2.0188566850265488e-05,0.007464200723916292
blues.00017.wav,blues,-245.68724060058594,140.4812469482422,-2.7912185192108154,60.40451431274414,18.903512954711914,9.828393936157227,3.563823938369751,0.5228625535964966,-16.378488540649414,6.6293535232543945,7.258424282073975,-4.02123498916626,1.6011252403259277,5.8965744972229,-3.01721453666687,-4.775692462921143,-3.0362884998321533,-1.9979146718978882,-0.049571771174669266,-3.961829423904419,5196.2568359375,800.1619262695312,795.8255615234375,360.8869934082031,235.4403533935547,99.82423400878906,118.55097198486328,93.30117797851562,129.11521911621094,105.23014831542969,96.81719207763672,71.32835388183594,72.96355438232422,78.65543365478516,56.0113525390625,58.36332702636719,65.71512603759766,64.91010284423828,62.93349838256836,64.81745147705078,0.30222705006599426,0.09341169893741608,21.7152720551528,40.412832532033896,0.007207363034157788,0.012084410529255919,1089.0053437267554,231672.89148045122,1411.0016369489492,69763.92695661333,2135.41761075261,1081577.235108431,0.048326248912412995,0.0008451654661521953,0.09327623248100281,0.0021507663186639547,-1.1602947779465467e-05,0.006779912859201431,-7.695275417063385e-05,0.0015226189279928803
blues.00000.wav,blues,-113.59882354736328,121.57067108154297,-19.162261962890625,42.36394119262695,-6.3622660636901855,18.621932983398438,-13.69973373413086,15.339801788330078,-12.274304389953613,10.970945358276367,-8.326061248779297,8.802087783813477,-3.6699414253234863,5.744675636291504,-5.162783145904541,0.7517064213752747,-1.6878540515899658,-0.4087299704551697,-2.3026766777038574,1.222467064857483,2569.369384765625,295.84710693359375,235.58444213867188,151.03872680664062,167.9928741455078,89.17241668701172,67.60308837890625,69.00149536132812,82.2198486328125,63.34654235839844,61.764991760253906,51.28075408935547,41.21589660644531,40.51752471923828,49.78423309326172,52.42454147338867,36.535865783691406,41.60316848754883,55.053653717041016,46.94135284423828,0.35012850165367126,0.08877166360616684,20.523289104984585,76.80119100984597,0.0076749468821439345,0.007989159963931826,1784.1226409867395,129745.48453872248,2002.412407099093,85834.41036219463,3805.7230301080335,901252.916706492,0.08304482066898686,0.0007669456545940504,0.1301843225955963,0.0028283800929784775,-4.906630056211725e-05,0.008172462694346905,-1.0618483429425396e-05,0.0057044378481805325
blues.00011.wav,blues,-287.931884765625,124.0107650756836,5.467447757720947,33.66307067871094,1.0916540622711182,14.703699111938477,-4.881141662597656,8.668891906738281,0.7843316197395325,6.576080322265625,-4.875814914703369,-3.1767611503601074,-5.538258075714111,-6.779148101806641,-2.6465134620666504,-2.9903204441070557,-3.3829941749572754,-1.8589837551116943,1.8391857147216797,-4.891355037689209,5931.3466796875,994.9955444335938,302.07550048828125,344.4941711425781,441.2162170410156,235.38485717773438,149.5320587158203,189.32147216796875,148.67031860351562,114.22454833984375,93.7771987915039,84.19608306884766,65.79285430908203,60.83884811401367,55.49734115600586,54.537933349609375,39.83585739135742,46.82573318481445,37.058921813964844,28.13030433654785,0.3658873736858368,0.10200271010398865,20.797729162876443,53.89880321571157,0.06629608696607105,0.031220028185675,1352.7427099786896,511953.35535614414,1756.8820972445817,220316.58293083456,2880.9110920279873,2932944.116679484,0.043930584759280744,0.0018957123722602104,0.06570573896169662,0.002499327063560486,4.6169084271241445e-06,0.005014702677726746,-1.1477747648314107e-05,0.0006338636158034205
blues.00001.wav,blues,-207.52383422851562,123.98513793945312,8.947019577026367,35.867149353027344,2.9095940589904785,21.519472122192383,-8.556512832641602,23.370676040649414,-10.103608131408691,11.899242401123047,-5.558824062347412,5.377876281738281,-2.234492063522339,4.220704078674316,-6.010686874389648,0.9292941689491272,-0.7284029126167297,0.29687249660491943,-0.28243038058280945,0.5306443572044373,7769.1044921875,559.9133911132812,572.3363037109375,264.7167053222656,279.97607421875,156.36680603027344,200.8020477294922,142.56712341308594,166.11463928222656,104.35726165771484,105.1563720703125,96.20453643798828,64.8730697631836,73.15042877197266,52.42946243286133,55.33796310424805,60.231407165527344,48.133216857910156,51.106014251708984,45.788700103759766,0.3408493995666504,0.09497617930173874,20.672485756359524,67.8618450598419,0.05303641022131796,0.011338980703788741,1530.2617668815155,375915.50852199766,2038.9876081687958,213905.10295057268,3550.7136156830047,2978310.9040219653,0.05603980870552978,0.001447521491359064,0.09590782225131989,0.00237272004596889,0.00014128137263469398,0.005101334303617477,-0.0001796235010260716,0.003064209595322609
blues.00012.wav,blues,-207.23829650878906,132.82740783691406,-15.454079627990723,60.98097229003906,0.7190263271331787,12.461328506469727,1.1633851528167725,-1.5329197645187378,-17.895849227905273,8.360363006591797,-2.4596505165100098,-0.584639310836792,0.37226465344429016,2.5984127521514893,-5.186428070068359,-9.530309677124023,-9.237473487854004,-2.8471038341522217,-1.4193835258483887,-5.933353424072266,4575.77587890625,666.022705078125,935.2313232421875,330.5326232910156,313.9482421875,101.10465240478516,107.93307495117188,111.63530731201172,96.37596893310547,94.81139373779297,139.6595001220703,92.7442855834961,86.13247680664062,53.73542785644531,45.90580749511719,69.25321197509766,63.56403350830078,68.84710693359375,112.5743408203125,91.46056365966797,0.26933804154396057,0.09390120208263397,22.12638856863354,45.42465600907778,-0.031419782445246486,0.01949828050233828,1360.685601396562,257080.63359460863,1567.2994687681523,44995.60379817522,2738.8302548578886,953044.8055650127,0.06909500676720805,0.002380562343826463,0.11898960918188095,0.004055325407534838,-4.300941782275913e-06,0.012532265856862068,-5.936124944128096e-05,0.00263311923481524
blues.00006.wav,blues,-190.0688018798828,130.27023315429688,-36.36211395263672,33.036216735839844,11.093892097473145,-0.5918821096420288,-20.89026641845703,0.2784423232078552,-6.496385097503662,-5.512735366821289,-7.8474040031433105,-3.124300718307495,-6.602821350097656,-9.94999885559082,-6.542688369750977,-10.072227478027344,-10.918622970581055,-6.965243339538574,-3.439431667327881,-6.484498977661133,9653.34765625,1933.7037353515625,1307.030517578125,480.1931457519531,1082.96826171875,280.11151123046875,151.6833953857422,102.85331726074219,131.0985107421875,153.40235900878906,87.50640106201172,64.2100601196289,79.1468505859375,63.03844451904297,86.34498596191406,83.25454711914062,56.950496673583984,38.26709747314453,48.16364288330078,70.21344757080078,0.2914259731769562,0.09398484975099564,23.42114998560874,49.579016959633464,-0.004930035098044127,0.037485672617588374,1459.4696906334664,438024.99814577465,1389.0684455609626,185156.3211962845,2795.910729498985,1621507.809656879,0.07305223740815932,0.0019091706678011008,0.1417519599199295,0.008782075718045235,-1.1749533769034315e-05,0.016931476071476936,-2.0181798390694894e-05,0.005955405067652464
blues.00015.wav,blues,-238.51962280273438,120.10218811035156,-4.22194766998291,42.294593811035156,5.923821449279785,13.911397933959961,5.350523948669434,1.8952672481536865,-16.928089141845703,12.343145370483398,3.938899517059326,-1.3966830968856812,0.013027784414589405,3.585257053375244,-4.500638961791992,-5.539845943450928,-6.884509563446045,-4.824553966522217,1.7439974546432495,-1.8783105611801147,4379.62548828125,728.1787719726562,978.7960205078125,383.1859130859375,298.7218322753906,117.38613891601562,119.63876342773438,143.8791961669922,89.81885528564453,76.23275756835938,81.61115264892578,60.90996170043945,60.56659698486328,89.51395416259766,101.89453125,77.41566467285156,93.56861114501953,65.7004623413086,78.28547668457031,131.15252685546875,0.2697315216064453,0.09497305005788803,21.359252662740136,44.75323935477041,-0.012050859444179357,0.012585266801690424,1420.4385715704166,199934.3830514022,1731.176852821169,81312.15275854491,2930.239280470563,699900.4201592532,0.06370125495456304,0.0019409896600481654,0.08060579746961594,0.0028306315653026104,-1.2730361959256697e-05,0.004725013859570026,-9.065944323083386e-05,0.002335531869903207
blues.00005.wav,blues,-177.8017578125,118.20316314697266,-17.570629119873047,30.760927200317383,-21.7425537109375,11.919262886047363,-20.734298706054688,3.185288190841675,-8.580818176269531,-0.9328852295875549,-11.772245407104492,-2.408763885498047,-9.348445892333984,-9.942635536193848,-3.9021835327148438,-5.574562072753906,-1.839314341545105,-2.7893166542053223,-3.047804832458496,-8.109731674194336,7307.4541015625,3195.205810546875,654.10791015625,485.68988037109375,433.2766418457031,266.4075927734375,169.7060089111328,133.70338439941406,172.2257537841797,100.12100219726562,76.55475616455078,78.8026351928711,80.10771942138672,47.534427642822266,60.02069854736328,72.57674407958984,68.66612243652344,42.470523834228516,39.80338668823242,46.282936096191406,0.30252185463905334,0.0875512957572937,22.542615507196338,66.88354956049596,0.0011916972658991385,0.032767175308067296,1832.0115969793162,1030483.8309652422,1729.5808045469614,201846.07407526343,3481.4676306917054,3274386.1962247384,0.09404153373936582,0.006233195614802252,0.10345287621021271,0.003981162328273058,2.1072833078505937e-06,0.008084326051175594,-2.761937867035158e-05,0.0032444787211716175
blues.00013.wav,blues,-209.80392456054688,124.46475982666016,10.309393882751465,47.016357421875,6.478227138519287,15.415120124816895,-2.0159413814544678,6.7262187004089355,-21.543222427368164,10.72083568572998,-5.532846450805664,-2.195727586746216,-3.0491857528686523,8.643512725830078,-0.30701306462287903,-0.6329178214073181,-2.9335591793060303,-1.706298828125,-1.7673149108886719,-7.755138874053955,1968.6527099609375,541.9334716796875,662.1497192382812,148.41470336914062,101.90165710449219,146.171142578125,69.43244171142578,76.01961517333984,96.41770935058594,95.86040496826172,90.65170288085938,59.19818878173828,52.31441116333008,71.75553131103516,68.60344696044922,88.57952117919922,97.39020538330078,104.24755859375,88.8240737915039,113.83578491210938,0.26491037011146545,0.09119747579097748,21.410243084593397,50.83942935600163,-0.03565928640205693,0.013698145408208129,1324.5278253934116,171556.88427375053,1827.8501317079451,78336.96974358436,2711.4849187935033,1076354.55766458,0.0514017032820959,0.001255387820866968,0.11312991380691528,0.004192740190774202,-5.632163720292738e-06,0.01267960574477911,-6.035734622855671e-05,0.0016058078035712242
